roberta_pca_1,roberta_pca_2,roberta_pca_3,roberta_pca_4,roberta_pca_5,roberta_pca_6,roberta_pca_7,roberta_pca_8,roberta_pca_9,roberta_pca_10,roberta_pca_11,roberta_pca_12,roberta_pca_13,roberta_pca_14,roberta_pca_15,roberta_pca_16,roberta_pca_17,roberta_pca_18,roberta_pca_19,roberta_pca_20,roberta_pca_21,roberta_pca_22,roberta_pca_23,roberta_pca_24,roberta_pca_25,roberta_pca_26,roberta_pca_27,roberta_pca_28,roberta_pca_29,roberta_pca_30,roberta_pca_31,roberta_pca_32
0.42944622,-0.018425941,-0.27730072,-0.016464233,0.109782934,-0.09587908,-0.14368844,-0.0020425916,0.06491351,0.0025798082,-0.005984068,-0.22403902,-0.122317195,-0.017823845,0.022164702,-0.065766424,-0.09058154,0.01898846,0.05965355,0.08122507,-0.0071899295,0.056589603,-0.1031394,-0.039461136,0.09619939,0.08668032,0.027246952,-0.014511824,-0.03589022,0.08890769,0.07753575,0.05286303
-0.18494129,0.03248501,0.106502354,0.05986309,0.18826473,-0.048615217,-0.26679444,0.03221965,0.15822423,0.14249694,-0.06267071,0.07756141,0.055217743,-0.123435736,0.0022678375,0.0039186776,-0.0795722,-0.04027641,0.03584519,0.081813574,-0.09364551,0.021153688,-0.07616544,-0.017522573,0.035527468,-0.104068846,-0.059929013,-0.063369155,-0.042596325,0.019246846,0.02393663,0.023994088
0.22950363,0.27063227,0.06874937,-0.04151535,-0.113327384,0.104147434,0.107290745,-0.053827018,0.088768244,-0.054068685,0.073595166,0.0250251,0.0024421215,-0.028393924,0.10747194,-0.073550284,0.02933395,-0.02590254,-0.06297654,0.07862398,-0.0321998,-0.06763244,-0.048600316,-0.094928265,-0.03602624,-0.0121102035,0.08507693,0.044034004,-0.020694211,0.038852602,0.025648713,-0.035667032
0.4883747,0.1613903,-0.053098083,-0.08293915,-0.0020221472,-0.05088353,-0.01291585,0.17360613,-0.0023925304,-0.07519519,0.047150373,0.054773122,0.0034736395,-0.0018858165,-0.073108315,0.038001865,-0.04185152,-0.03894171,0.047747195,0.041637268,-0.13524649,-0.00038146973,-0.040488005,0.014813662,-0.043370247,-0.0039944947,0.077231646,0.016908288,-0.05292082,-0.064487845,0.022068381,0.029720813
-0.44396687,0.1658225,0.1460352,-0.15690374,-0.32299238,0.04911685,0.11961579,0.037981868,-0.1665957,0.1940614,-0.08066213,0.058333784,-0.028764844,0.05342713,0.06967795,-0.063587606,-0.028321147,-0.0084038675,-0.032688677,0.026486099,0.115621984,-0.11150646,0.046812654,0.02901125,-0.08327246,-0.108712345,-0.011947036,0.03929293,0.017157704,0.03311655,0.0019186735,0.075045794
0.32490063,0.10507393,-0.009628832,-0.08007383,0.017811894,0.24123287,-0.045553446,-0.105172515,-0.083696604,-0.015856028,-0.004907608,-0.014490753,-0.07629752,0.0049586296,0.06769025,0.17405519,-0.03423214,-0.04908061,-0.035148457,-0.0047146045,0.07719678,-0.11660075,-0.029061675,-0.045087337,0.038291216,-0.078683704,-0.04527378,0.052724123,0.035895333,0.03738764,0.115400195,-0.042706877
-0.80464554,0.005697727,0.1493144,0.0038256645,0.006476283,0.10178614,0.15752769,-0.023134112,0.060531974,0.025578141,0.10264039,0.030242682,0.07903898,-0.05042,0.020680904,0.020000726,-0.021818757,0.032878846,0.03695053,-0.012820046,0.021852791,-0.015013218,-0.017365694,0.012361765,-0.014629126,-0.036530644,-0.017944455,0.034730554,-0.04177381,0.022616178,0.007145047,-0.021377876
-0.8524256,-0.23391914,0.11010042,0.13055706,-0.045905948,0.16041136,-0.020811081,0.14974532,-0.060962677,-0.07898831,-0.030335188,-0.037974417,-0.04646063,0.099153936,-0.02474475,-0.11974028,-0.04262805,0.056253165,0.004819274,-0.04562659,0.031901717,0.047530174,-0.044475436,0.08236313,-0.048932552,-0.12665215,0.036566973,0.008547902,-0.045453653,0.022791654,-0.031871438,0.06457722
0.79576397,0.021042824,0.026251495,0.41623735,0.19315541,0.14362574,0.2674935,-0.06446189,-0.11760306,0.16114712,-0.16048563,0.058809638,0.034981012,-0.035140127,-0.08059466,0.057146788,0.10827494,0.06893894,-0.036936596,0.065191224,-0.033007115,-0.041767836,0.12329507,0.092246294,-0.037429094,0.17943606,0.018788576,-0.04841733,-0.0505206,-0.02352038,-0.15194201,0.06118831
-0.3808527,0.08533907,0.12816083,0.09335995,-0.09605956,0.12519026,0.101511955,0.121837646,-0.005045414,-0.035807252,-0.101341486,-0.100010216,-0.04967916,-0.0546287,0.17787564,-0.014667124,-0.17689967,0.00245139,-0.09433177,-0.065461546,0.06356439,0.13783216,-0.061908245,0.09837079,-0.04834342,0.0561634,0.08505225,-0.10160017,-0.048178762,0.10107818,0.023132801,0.032648712
0.15065861,0.06597996,0.25092894,0.1432066,0.100850224,0.032361507,-0.15322399,-0.021932751,-0.013808727,0.09429717,-0.024448156,-0.08606517,0.10926974,0.014254898,0.16932714,-0.087195545,0.026218534,-0.15485701,0.10891937,0.08086564,-0.106472015,0.06706953,-0.09704924,-0.078870535,0.091135144,-0.017677158,0.09013164,-0.07272899,-0.035199746,-0.02283147,-0.0063786507,-0.109344095
0.2343998,0.22206354,-0.040621877,-0.022639751,-0.13611895,0.0043776035,0.14434695,-0.07034433,-0.0723598,-0.028063416,0.10878098,0.12520227,0.14225483,0.037454635,0.024426699,-0.1382012,-0.15724623,0.072998434,-0.004656434,-0.012405191,-0.06049955,-0.09840965,0.004695654,-0.008572578,-0.034466982,-0.028776735,0.0584023,-0.016249418,0.034751505,0.08510813,-0.022231102,0.070774704
-0.35848904,0.20519161,-0.0008509755,0.009675503,-0.26999718,0.3185246,-0.11177373,-0.06218806,-0.015009403,0.14484572,-0.17047906,0.022400022,-0.049621105,0.05728504,0.045834184,-0.09286478,-0.047045708,0.020257086,0.06550267,0.05404767,-0.025906503,0.025331497,-0.039040208,0.05309081,0.01061964,0.00926131,-0.04674709,0.03182769,-0.012190536,-0.019071966,0.038902164,0.05258122
0.70757675,-0.27527523,0.29784495,0.2601161,0.08794963,-0.21012163,-0.17778492,-0.0443182,0.051011562,0.031265855,-0.0015920401,-0.058823407,-0.1505723,0.058227926,0.080653906,0.09408973,0.07770586,-0.0037840605,0.052427948,0.020547654,0.077412724,-0.063369274,-0.005330682,-0.0829103,0.12525547,0.029683799,0.05222404,0.10948336,0.0055912733,0.12171474,0.04305005,-0.13307457
-0.7853775,-0.2649808,0.03801036,-0.07859659,-0.061605692,-0.2385199,-0.019451857,-0.09608132,-0.009391069,-0.088487625,0.10164678,-0.13861246,0.122903466,0.083440155,-0.03576708,-0.008290023,0.08260679,-0.053434998,-0.036305383,-0.034005966,0.03366834,0.06949806,-0.013942242,-0.063939095,-0.10062766,-0.027533263,0.026539087,0.15709883,0.03489925,0.020763695,0.03206253,0.049062163
0.38420773,-0.60239506,0.37152138,-0.16680336,-0.21168256,0.06716061,-0.11559963,0.301901,0.17384851,0.0009224415,-0.055079103,-0.06783551,-0.06520009,-0.068572044,-0.07565117,0.08441299,0.07914758,0.037017077,0.0221982,-0.10438371,0.08580883,-0.21123648,0.029737473,-0.020170927,-0.06693673,-0.051728368,0.01598823,0.07483196,0.0034772456,-0.15237495,-0.033827424,-0.12325925
-0.13748455,0.021642685,-0.18543798,-0.07770634,0.35767782,-0.064709425,-0.14054894,-0.028354943,-0.04286027,0.114320874,-0.06125021,0.15102357,0.0065113306,-0.06878883,0.04708314,-0.070991844,0.16492641,0.011158854,0.009894133,0.038954847,0.029520363,0.09625864,0.025840402,-0.010903358,0.015161514,-0.00597772,0.029399276,0.0030823946,0.057625994,0.0669069,-0.046831846,0.047332913
0.26469517,0.28684235,0.1632261,0.020773888,-0.26094282,0.107565165,-0.19733429,0.007021129,-0.009482622,0.06978929,-0.21550703,0.06579363,-0.010765433,0.16688547,-0.043355465,-0.16211727,-0.045544624,0.024403721,-0.048397526,0.011132311,0.16224259,-0.039679527,-0.07846928,-0.022935629,-0.10216951,-0.030466467,-0.0918386,-0.031489372,-0.0056253374,0.02417633,-0.00020861626,0.042321265
0.51939964,0.1009202,-0.09506911,-0.10063028,-0.036476254,0.01834321,0.06763601,-0.05106443,0.13657129,0.09655416,0.08211851,-0.034202278,-0.049221992,-0.059390903,-0.14759016,-0.13071695,0.08204138,0.01732117,0.056754395,0.04904894,0.06833017,0.03147149,-0.032984972,-0.08553791,-0.10011768,-0.03872302,-0.014260888,0.0018019676,0.11372112,-0.041964382,0.057023168,0.039759606
-0.20154476,-0.020673275,-0.11146128,-0.34192848,0.030672431,-0.14642024,0.22621322,0.0044726133,-0.17999697,-0.009337783,-0.08866787,-0.071189016,0.029744506,-0.043315247,-0.09358883,-0.020295203,-0.015770674,-0.117636204,-0.097573206,-0.028306808,0.015978098,-0.08700609,0.13858914,-0.011965513,-0.0051357746,-0.00017014146,0.033708453,0.011004686,-0.012262344,0.05558732,0.030681968,0.021646947
-0.43554306,-0.088073015,-0.26646978,0.12954664,0.06691909,-0.01178503,0.084264755,0.09243691,0.14006352,-0.015523076,0.097777605,0.057738096,-0.03480065,0.0636026,0.036979675,-0.09350726,-0.012423277,-0.02673307,0.05375366,0.03698853,0.048030615,-0.047086716,-0.000114917755,-0.026069403,0.039258003,-0.04777068,0.06808388,0.045807123,-0.021851152,0.07054618,-0.0075217485,0.055510342
0.31742573,0.18447685,0.1804825,0.23377943,0.14105582,-0.13158226,0.03659129,0.09580839,0.27995193,0.09521341,0.08120453,-0.08622363,0.013175964,-0.030143768,-0.08654106,0.06501064,0.04681623,-0.005062014,0.029587314,0.0075247027,-0.007727951,-0.043557644,-0.008122683,0.056657553,0.07521212,-0.02287516,0.036250472,-0.034520745,-0.031083077,-0.061518162,0.0040858984,0.008448839
0.33449173,0.2878747,0.0695799,-0.05211115,-0.056413054,0.110486746,-0.04946208,-0.23394221,0.079271436,-0.11578226,-0.007314563,0.08540742,-0.03175378,-0.06967005,-0.04501295,-0.042970687,-0.036794186,0.000451535,0.015613288,0.07210864,-0.00031912327,-0.0058426857,-0.008921862,-0.044674158,0.016099691,-0.029253244,0.056667328,0.028682113,-0.02763702,-0.024348348,0.038525224,0.029890776
-0.57355595,0.24810123,0.07539976,0.22776413,0.06446874,0.2187922,-0.07413483,-0.07195935,-0.07420468,0.02818656,-0.019730568,-0.0034714937,0.11971998,0.037602127,0.012863994,0.017942816,-0.005526066,0.015270412,0.017272383,-0.049633063,0.10564065,-0.06340766,0.09096515,-0.0328362,-0.021679163,0.005499929,-0.002090454,-0.06012273,0.008140191,-0.026750296,0.03133869,-0.0422623
-0.4167471,0.13184166,0.17273402,-0.11546564,-0.13320494,-0.11278319,0.25323987,0.0303393,-0.040657997,-0.040177345,-0.0044050217,0.0045574903,-0.048949003,0.0811871,-0.02080834,0.018313885,-0.05265367,0.059784263,0.035420924,0.0013308264,0.03562808,-0.09531498,-0.013817787,-0.12071061,-0.038674355,-0.028706819,-0.01620531,0.011081219,-0.058279425,0.07545552,0.013921618,0.05114457
0.6596165,-0.17951465,-0.14386815,-0.29023266,0.103716135,0.08981681,-0.053638697,-0.10891214,-0.15675735,0.1710043,-0.0503304,0.10792358,-0.02930212,0.0022929162,-0.0038563013,-0.12200537,-0.09747064,0.011120349,0.18229888,0.010478325,0.07277644,0.027957201,0.0064724684,-0.070179224,-0.011396408,0.078755885,-0.026580334,-0.08833158,-0.018385842,-0.035971493,-0.06524968,0.021668613
-0.17641449,-0.097565174,0.049262762,0.348176,0.097422004,-0.1191051,0.23452425,0.049453914,0.06640172,0.07031214,0.06862116,-0.10006872,-0.033620358,0.04937616,0.0028027296,-0.024345249,0.0038063526,-0.035019845,0.06599398,-0.040464114,-0.03796965,-0.06155324,0.052627087,-0.06120944,-0.047645092,-0.05926773,0.008479476,0.07287562,0.039734185,-0.04608625,-0.099832416,-0.0004849732
-0.31710243,-0.014605522,-0.08221012,-0.042109013,-0.0074520707,-0.044248343,0.016322374,-0.09654471,-0.07986617,-0.043313384,-0.091038704,0.106687084,0.0763669,-0.07125789,-0.021852016,-0.030448586,0.06157005,-0.02900362,0.108557925,0.022815965,-0.00025737286,0.017711163,0.031083345,0.038378,-0.047446728,0.0033415854,0.057593584,0.004281163,-0.06894469,0.027764529,0.052824855,0.0014589131
-0.6004095,0.022640228,0.033786476,-0.048244,-0.24371547,0.12950683,-0.22662497,-0.10210198,-0.069863796,0.056090355,-0.07441807,-0.018917441,0.02448845,0.056770235,0.09519863,0.09335649,0.08395183,-0.1250411,-0.03361836,0.064731464,0.01616335,0.033735275,-0.107694864,0.114876986,0.0026032925,-0.018140763,0.09074712,0.041249394,0.04318209,0.03171721,0.024071217,-0.001658529
